Part_ID,Part_Name,Equipment_Family_ID,Equipment_Family,Equipment_Model,Part_Category_ID,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,Target_Service_Level,Avg_Weekly_Demand_Seed,ABC_Class,Source_Context,Movement_Class,Movement_Lines_36M,Annual_Lines,Avg_Monthly_Lines,Cumulative_Movement_%,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Min_Dimension_mm,Stock_Managed,Avg_Daily_Qty,Lead_Time_Weeks,Safety_Stock_Qty,Reorder_Point_Qty,Max_Stock_Qty,Stock_Qty,Total_Qty_36M,Total_Volume_cm3,XYZ_Class,Avg_Weekly_Demand,Demand_CV,Available_Qty,Estimated_Inventory_Value
WB-HYD-0397,Eyelight Hose Coupling,WB,Wheel Balancer,Eyelight,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-004,EU,280.0,Small Rack,Active,0.94,0.553,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.65,R-E20,PALLET,916,553,253,128157,916,253,1,0.111,1.0,2,3,5,5,87,640785,Z,0.102564102564103,5.33219073782213,5,1400.0
VL-CMP-0101,Alignment Lift Clamping Jaw,VL,Vehicle Lift,Alignment Lift,CMP,"Clamps, jaws & tooling",regular,Low,SUP-003,EU,500.0,Small Rack,Active,0.9,0.981,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.74,R-E33,PALLET,1191,475,276,156140,1191,276,1,0.196,1.0,2,3,5,4,154,780700,Z,0.0384615384615385,6.5273617651317,4,2000.0
TC-CAB-0705,HD1200 Truck Power Cable,TC,Tyre Changer,HD1200 Truck,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-001,Italy,115.0,Bin,Active,0.97,0.917,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.87,R-Z88,E,237,165,60,2346,237,60,1,0.183,1.0,3,4,7,6,144,16422,Z,0.0576923076923077,6.30070827218519,6,690.0
TC-CMP-0224,Artiglio Master Cone Adaptor,TC,Tyre Changer,Artiglio Master,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-013,North America,145.0,Small Rack,Active,0.94,1.007,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.93,R-Z29,PALLET,828,448,636,235920,828,448,1,0.201,2.7,5,8,13,9,158,3066960,Z,0.0448717948717949,7.31198840650609,9,1305.0
WB-CAB-0142,Mobile Balancer Ribbon Cable,WB,Wheel Balancer,Mobile Balancer,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-011,EU,80.0,Bin,New,0.97,0.859,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,96.97,R-G95,B,29,137,84,334,137,29,1,0.172,1.0,2,3,5,4,135,1670,Z,0.378205128205128,2.75832938218461,4,320.0
TC-HYD-0172,HD1200 Truck Hose Coupling,TC,Tyre Changer,HD1200 Truck,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-006,EU,630.0,Small Rack,Active,0.97,0.47,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.09,R-P52,VER,589,583,190,65244,589,190,1,0.094,1.0,1,2,4,5,74,260976,Z,0.25,2.93147546247564,5,3150.0
AD-PNE-0843,SCE Calibration Solenoid Valve,AD,ADAS & Diagnosis,SCE Calibration,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-004,EU,360.0,Small Rack,Active,0.94,0.458,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.16,R-L08,VER,1223,312,209,79749,1223,209,1,0.092,1.0,1,2,4,5,72,318996,Z,0.108974358974359,5.37342246024498,5,1800.0
WB-HYD-0905,EM 9000 Pump Assembly,WB,Wheel Balancer,EM 9000,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-017,EU,270.0,Small Rack,Active,0.97,0.574,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.28,R-S86,VER,1393,347,55,26585,1393,55,1,0.115,1.0,2,3,5,6,90,132925,Z,0.0961538461538462,4.69267101876134,6,1620.0
VL-SNS-0422,Two-Post Lift Encoder Sensor,VL,Vehicle Lift,Two-Post Lift,SNS,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,175.0,Electronics Cage,Active,0.97,0.571,A,Anonymised/reconstructed warehouse transition dataset,D,2,0.7,0.06,97.35,R-A55,D,280,166,88,4090,280,88,1,0.114,1.0,2,3,5,3,90,20450,Z,0.0833333333333333,5.7764817956507,3,525.0
TE-CAB-0562,Inspection Line Terminal Block,TE,Technical Control,Inspection Line,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-011,EU,165.0,Bin,Active,0.97,0.604,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.5,R-H89,B,63,119,26,195,119,26,1,0.121,1.0,2,3,5,5,95,975,Z,0.0705128205128205,4.86286479477514,5,825.0
TC-MTR-0969,Artiglio Master Inverter Drive,TC,Tyre Changer,Artiglio Master,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-006,EU,1190.0,Heavy Rack,Active,0.985,0.042,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,97.52,R-Q68,D,97,91,132,1165,132,91,1,0.008,1.0,1,2,4,3,7,4660,Z,0.0,,3,3570.0
VL-MTR-0923,Alignment Lift Gear Motor,VL,Vehicle Lift,Alignment Lift,MTR,"Motors, drives & gearboxes",rare_critical,Critical,SUP-001,Italy,620.0,Heavy Rack,Active,0.985,0.048,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,97.53,R-A01,VER,979,297,48,13957,979,48,0,0.01,1.0,1,2,4,3,8,55828,Z,0.0,,3,1860.0
WB-BRG-0022,EM 9000 Main Shaft,WB,Wheel Balancer,EM 9000,BRG,Bearings & shafts,regular,High,SUP-003,EU,165.0,Bin,Active,0.97,0.59,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.55,R-T14,B,25,103,31,80,103,25,1,0.118,1.0,2,3,6,7,93,480,Z,0.0705128205128205,6.05170999098459,7,1155.0
WA-CMP-0164,3D Aligner Mounting Head,WA,Wheel Aligner,3D Aligner,CMP,"Clamps, jaws & tooling",regular,Low,SUP-004,EU,205.0,Small Rack,Active,0.9,0.588,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.6,R-B64,D,222,210,131,6107,222,131,1,0.118,1.0,1,2,4,4,92,24428,Z,0.108974358974359,5.16725935675403,4,820.0
AD-CMP-0235,Radar Calibration Jaw Cover,AD,ADAS & Diagnosis,Radar Calibration,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-011,EU,155.0,Small Rack,Active,0.94,0.587,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.66,R-T13,F,577,328,140,26496,577,140,1,0.117,1.0,2,3,6,4,92,158976,Z,0.0897435897435897,4.79845268016323,4,620.0
TC-SNS-0834,A2024 LL Speed Sensor,TC,Tyre Changer,A2024 LL,SNS,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,105.0,Electronics Cage,Active,0.97,0.601,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.68,R-I77,D,90,245,81,1786,245,81,1,0.12,1.1,2,3,6,4,94,10716,Z,0.0320512820512821,8.25084159930212,4,420.0
WB-SNS-0967,Eyelight Speed Sensor,WB,Wheel Balancer,Eyelight,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-004,EU,245.0,Electronics Cage,Active,0.94,0.553,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.71,R-D98,E,238,133,28,886,238,28,1,0.111,1.0,1,2,4,2,87,3544,Z,0.115384615384615,4.28684743510889,1,245.0
WB-BLT-0240,EM 9000 Motor Belt,WB,Wheel Balancer,EM 9000,BLT,Belts & pulleys,regular,Medium,SUP-020,EU,150.0,Bin,Active,0.94,1.508,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,97.72,R-F04,B,29,57,112,185,112,29,1,0.302,1.3,4,6,9,4,236,1665,Z,0.391025641025641,2.65569853272323,8,1200.0
WB-SNS-0018,EM 9000 Position Sensor,WB,Wheel Balancer,EM 9000,SNS,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,620.0,Electronics Cage,Active,0.97,0.667,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.82,R-A88,B,104,140,8,116,140,8,1,0.133,1.0,2,3,5,1,105,580,Z,0.0833333333333333,5.44532945773034,4,2480.0
TC-CMP-0712,Basic Line TC Cone Adaptor,TC,Tyre Changer,Basic Line TC,CMP,"Clamps, jaws & tooling",regular,Critical,SUP-010,EU,105.0,Small Rack,Active,0.985,0.815,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.84,R-G89,F,587,376,38,8387,587,38,1,0.163,1.1,4,5,8,6,128,67096,Z,0.0576923076923077,5.29800124615888,6,630.0
WA-SNS-0193,3D Aligner Encoder Sensor,WA,Wheel Aligner,3D Aligner,SNS,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,255.0,Electronics Cage,Active,0.97,0.486,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.9,R-A49,E,386,259,87,8698,386,87,1,0.097,1.0,1,2,4,5,76,34792,Z,0.192307692307692,2.71426340034485,5,1275.0
VL-CMP-0153,Alignment Lift Jaw Cover,VL,Vehicle Lift,Alignment Lift,CMP,"Clamps, jaws & tooling",regular,High,SUP-015,EU,420.0,Small Rack,Active,0.97,0.47,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,97.98,R-L66,D,93,165,158,2425,165,93,1,0.094,1.4,2,3,5,3,74,12125,Z,0.0576923076923077,7.43005617522675,3,1260.0
TE-CMP-0585,Inspection Line Clamping Jaw,TE,Technical Control,Inspection Line,CMP,"Clamps, jaws & tooling",regular,High,SUP-016,EU,195.0,Small Rack,Active,0.97,0.871,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.01,R-C85,F,269,395,106,11263,395,106,1,0.174,1.1,3,4,7,7,136,78841,Z,0.0384615384615385,5.01610310127101,7,1365.0
TC-HYD-0105,A2024 LL Flow Valve,TC,Tyre Changer,A2024 LL,HYD,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-013,North America,225.0,Small Rack,Active,0.97,0.512,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.07,R-B48,E,361,170,24,1473,361,24,1,0.102,2.7,1,3,5,4,80,7365,Z,0.0448717948717949,6.37560359997306,4,900.0
WA-PNE-0282,REMO Air Hose Set,WA,Wheel Aligner,REMO,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-007,Eastern Europe,145.0,Small Rack,Active,0.97,0.549,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.09,R-E79,VER,1211,654,99,78407,1211,99,1,0.11,1.4,2,3,6,6,86,470442,Z,0.256410256410256,2.50101914710655,6,870.0
VL-HYD-0306,Two-Post Lift Pressure Valve,VL,Vehicle Lift,Two-Post Lift,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-006,EU,310.0,Small Rack,Active,0.94,0.513,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.12,R-M48,E,408,137,71,3969,408,71,1,0.103,1.0,1,2,4,4,81,15876,Z,0.0128205128205128,8.80322521542806,4,1240.0
WB-CAB-0799,Mobile Balancer Terminal Block,WB,Wheel Balancer,Mobile Balancer,CAB,"Cables, connectors & harnesses",intermittent,Critical,SUP-004,EU,115.0,Bin,Phase-out,0.985,0.491,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.17,R-P21,B,44,94,27,112,94,27,0,0.098,1.0,2,3,5,3,77,560,Z,0.0641025641025641,8.05830367164928,3,345.0
VL-CMP-0793,Alignment Lift Bead Breaker Pad,VL,Vehicle Lift,Alignment Lift,CMP,"Clamps, jaws & tooling",regular,High,SUP-005,Eastern Europe,245.0,Small Rack,Active,0.97,0.792,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.18,R-M80,F,475,236,199,22308,475,199,1,0.158,1.4,2,4,6,7,124,133848,Z,0.0641025641025641,5.79093841634804,6,1470.0
TC-PNE-0824,Basic Line TC Manifold Valve,TC,Tyre Changer,Basic Line TC,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-011,EU,380.0,Small Rack,Active,0.97,0.735,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.2,R-S15,B,145,106,97,1491,145,97,1,0.147,1.0,3,4,6,7,115,8946,Z,0.185897435897436,4.09012428209869,7,2660.0
AD-BLT-0028,Radar Calibration Motor Belt,AD,ADAS & Diagnosis,Radar Calibration,BLT,Belts & pulleys,regular,High,SUP-010,EU,125.0,Bin,Active,0.97,0.862,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.21,R-D75,D,110,143,42,661,143,42,1,0.172,1.1,3,4,7,7,135,4627,Z,0.0128205128205128,8.80322521542806,7,875.0
WB-SNS-0227,Mobile Balancer Calibration Sensor,WB,Wheel Balancer,Mobile Balancer,SNS,"Sensors, encoders & switches",intermittent,Critical,SUP-002,Italy,510.0,Electronics Cage,Active,0.985,0.358,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,98.23,R-S68,B,21,37,51,40,51,21,1,0.072,1.0,1,2,4,2,56,160,Z,0.0,,2,1020.0
TC-PNE-0448,HD1200 Truck Air Hose Set,TC,Tyre Changer,HD1200 Truck,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-005,Eastern Europe,125.0,Small Rack,Active,0.94,0.435,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,98.25,R-P86,B,103,54,55,306,103,54,0,0.087,1.4,2,3,5,2,68,1530,Z,0.0,,1,125.0
TC-HYD-0508,Artiglio Master Hydraulic Hose,TC,Tyre Changer,Artiglio Master,HYD,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-010,EU,270.0,Small Rack,Active,0.94,0.46,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.28,R-D52,F,321,560,49,8808,560,49,1,0.092,1.1,1,2,4,4,72,35232,Z,0.16025641025641,3.91436065722599,4,1080.0
AD-BLT-0322,Diagnostic Console Drive Belt,AD,ADAS & Diagnosis,Diagnostic Console,BLT,Belts & pulleys,regular,Medium,SUP-003,EU,165.0,Bin,Active,0.94,0.966,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.31,R-S28,D,166,218,22,796,218,22,1,0.193,1.0,3,4,6,7,151,4776,Z,0.269230769230769,2.93363056327212,7,1155.0
AD-CMP-0089,Camera Calibration Mounting Head,AD,ADAS & Diagnosis,Camera Calibration,CMP,"Clamps, jaws & tooling",regular,High,SUP-011,EU,395.0,Small Rack,Active,0.97,0.876,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.36,R-Z02,ORANGE,874,678,350,207400,874,350,1,0.175,1.0,2,3,5,2,137,1037000,Z,0.0512820512820513,5.33219073782213,4,1580.0
WA-BRG-0888,Exact Precision Balancer Shaft,WA,Wheel Aligner,Exact Precision,BRG,Bearings & shafts,regular,Low,SUP-005,Eastern Europe,230.0,Bin,Active,0.9,0.726,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.42,R-N74,B,24,32,87,67,87,24,1,0.145,1.4,1,3,5,5,114,335,Z,0.16025641025641,3.2090517140155,5,1150.0
TC-BRG-0870,A2024 LL Spindle Bearing,TC,Tyre Changer,A2024 LL,BRG,Bearings & shafts,regular,High,SUP-013,North America,190.0,Bin,Active,0.97,0.896,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.47,R-Y42,B,149,127,32,606,149,32,1,0.179,2.7,3,6,8,3,140,4848,Z,0.0641025641025641,6.30993072913258,6,1140.0
WA-BRG-0569,REMO Bearing Set,WA,Wheel Aligner,REMO,BRG,Bearings & shafts,regular,Low,SUP-004,EU,120.0,Bin,Active,0.9,0.985,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.5,R-D84,D,206,214,35,1543,214,35,1,0.197,1.0,1,2,4,4,154,6172,Z,0.128205128205128,4.8300671203511,3,360.0
VL-SNS-0425,Two-Post Lift Limit Switch,VL,Vehicle Lift,Two-Post Lift,SNS,"Sensors, encoders & switches",intermittent,High,SUP-016,EU,145.0,Electronics Cage,Active,0.97,0.262,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,98.51,R-D07,B,107,35,27,101,107,27,0,0.052,1.1,1,2,3,2,41,303,Z,0.0,,2,290.0
WB-CMP-0659,Eyelight Jaw Cover,WB,Wheel Balancer,Eyelight,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-003,EU,125.0,Small Rack,Active,0.94,1.114,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.59,R-I15,B,59,118,19,132,118,19,1,0.223,1.0,3,5,7,7,174,924,Z,0.0641025641025641,12.4899959967968,7,875.0
VL-BLT-0415,Two-Post Lift Poly-V Belt,VL,Vehicle Lift,Two-Post Lift,BLT,Belts & pulleys,regular,Critical,SUP-005,Eastern Europe,70.0,Bin,Active,0.985,1.167,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.61,R-L88,B,104,84,8,70,104,8,1,0.233,1.4,6,8,12,13,183,840,Z,0.0384615384615385,5.82098539490883,13,910.0
VL-CMP-0715,Two-Post Lift Bead Breaker Pad,VL,Vehicle Lift,Two-Post Lift,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-019,EU,270.0,Small Rack,Active,0.94,1.043,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.63,R-L72,F,260,287,45,3358,287,45,1,0.209,1.0,3,5,8,7,163,26864,Z,0.17948717948718,2.79376716231126,7,1890.0
WB-BRG-0267,Eyelight Balancer Shaft,WB,Wheel Balancer,Eyelight,BRG,Bearings & shafts,regular,Medium,SUP-017,EU,65.0,Bin,Active,0.94,0.909,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.66,R-E68,B,104,142,20,295,142,20,1,0.182,1.0,2,3,6,4,142,1770,Z,0.0833333333333333,5.27195868601953,4,260.0
WB-BLT-0288,Eyelight Poly-V Belt,WB,Wheel Balancer,Eyelight,BLT,Belts & pulleys,regular,Medium,SUP-016,EU,115.0,Bin,Active,0.94,0.905,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.67,R-Z24,B,87,123,84,899,123,84,1,0.181,1.1,3,4,6,6,142,5394,Z,0.0641025641025641,7.0168093107356,6,690.0
AD-CAB-0212,Radar Calibration Power Cable,AD,ADAS & Diagnosis,Radar Calibration,CAB,"Cables, connectors & harnesses",intermittent,Medium,SUP-004,EU,195.0,Bin,Active,0.94,0.515,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.7,R-G74,D,123,219,99,2667,219,99,1,0.103,1.0,1,2,4,4,81,10668,Z,0.0641025641025641,5.2206043402483,4,780.0
WA-PNE-0447,Exact Precision Manifold Valve,WA,Wheel Aligner,Exact Precision,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-018,EU,325.0,Small Rack,Active,0.94,0.502,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.77,R-Z69,ORANGE,698,596,581,241701,698,581,1,0.1,1.3,1,2,3,1,79,725103,Z,0.0512820512820513,8.51999545660942,1,325.0
TE-BLT-0316,Inspection Line Pulley Wheel,TE,Technical Control,Inspection Line,BLT,Belts & pulleys,regular,Critical,SUP-016,EU,165.0,Bin,Active,0.985,0.525,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.78,R-S49,D,189,156,112,3302,189,112,1,0.105,1.1,2,3,6,3,82,19812,Z,0.0320512820512821,6.55403347860763,3,495.0
WA-CMP-0895,REMO Bead Breaker Pad,WA,Wheel Aligner,REMO,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-017,EU,155.0,Small Rack,Active,0.94,0.799,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.8,R-C98,B,125,128,116,1856,128,116,1,0.16,1.0,1,2,4,4,125,7424,Z,0.0448717948717949,6.37560359997306,4,620.0
TC-CAB-0485,HD1200 Truck Signal Cable,TC,Tyre Changer,HD1200 Truck,CAB,"Cables, connectors & harnesses",intermittent,High,SUP-013,North America,110.0,Bin,Active,0.97,0.623,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.86,R-S35,D,279,180,60,3013,279,60,1,0.125,2.7,3,5,9,5,98,27117,Z,0.0769230769230769,5.43346856484523,5,550.0
TC-CMP-0239,Artiglio Master Clamping Jaw,TC,Tyre Changer,Artiglio Master,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-001,Italy,350.0,Small Rack,Active,0.94,0.595,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.88,R-G32,PALLET,773,570,476,209730,773,476,1,0.119,1.0,2,3,6,2,93,1258380,Z,0.0833333333333333,4.90687470339713,5,1750.0
WA-BRG-0248,Camera Aligner Balancer Shaft,WA,Wheel Aligner,Camera Aligner,BRG,Bearings & shafts,regular,Medium,SUP-018,EU,135.0,Bin,Active,0.94,0.627,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.89,R-M10,B,24,102,58,142,102,24,1,0.125,1.3,2,3,5,2,98,710,Z,0.128205128205128,4.57978728904556,5,675.0
TC-SNS-0951,Artiglio Master Speed Sensor,TC,Tyre Changer,Artiglio Master,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,385.0,Electronics Cage,Active,0.94,0.59,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.91,R-I78,E,129,123,109,1730,129,109,1,0.118,1.0,2,3,5,5,93,8650,Z,0.0448717948717949,5.85148653485116,5,1925.0
TC-CMP-0601,HD1200 Truck Clamping Jaw,TC,Tyre Changer,HD1200 Truck,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-020,EU,130.0,Small Rack,Active,0.94,0.732,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.94,R-B64,E,334,217,178,12901,334,178,1,0.146,1.3,2,3,5,2,115,64505,Z,0.0769230769230769,6.18426723956223,5,650.0
AD-BRG-0862,Diagnostic Console Bearing Set,AD,ADAS & Diagnosis,Diagnostic Console,BRG,Bearings & shafts,regular,Medium,SUP-005,Eastern Europe,90.0,Bin,Active,0.94,0.77,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.96,R-C07,D,180,88,70,1109,180,70,1,0.154,1.4,3,5,7,8,121,7763,Z,0.185897435897436,4.44028824714049,8,720.0
WB-PNE-0256,Mobile Balancer Pressure Switch,WB,Wheel Balancer,Mobile Balancer,PNE,Pneumatic valves & cylinders,intermittent,Medium,SUP-003,EU,365.0,Small Rack,Active,0.94,0.588,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.97,R-Z67,ORANGE,908,909,162,133710,909,162,1,0.118,1.0,1,2,4,4,92,534840,Z,0.314102564102564,2.55218353997134,4,1460.0
VL-SNS-0855,Alignment Lift Load Cell,VL,Vehicle Lift,Alignment Lift,SNS,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,570.0,Electronics Cage,Active,0.94,0.575,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,98.99,R-L39,D,200,184,13,478,200,13,1,0.115,1.0,1,2,4,2,90,1912,Z,0.17948717948718,8.26345333145645,2,1140.0
WA-BLT-0706,Exact Precision Poly-V Belt,WA,Wheel Aligner,Exact Precision,BLT,Belts & pulleys,regular,Low,SUP-003,EU,90.0,Bin,Active,0.9,0.757,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.04,R-Q19,VER,1365,483,30,19779,1365,30,1,0.151,1.0,2,3,6,4,119,118674,Z,0.17948717948718,3.71658914750822,4,360.0
VL-PNE-0501,Alignment Lift Pressure Switch,VL,Vehicle Lift,Alignment Lift,PNE,Pneumatic valves & cylinders,intermittent,High,SUP-017,EU,130.0,Small Rack,Active,0.97,0.745,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.07,R-F42,B,110,107,39,459,110,39,1,0.149,1.0,2,3,5,2,117,2295,Z,0.243589743589744,2.81237039137814,3,390.0
TC-BLT-0579,Artiglio Master Drive Belt,TC,Tyre Changer,Artiglio Master,BLT,Belts & pulleys,regular,Medium,SUP-004,EU,170.0,Bin,Active,0.94,1.105,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.19,R-B60,E,199,304,125,7562,304,125,1,0.221,1.0,2,4,7,5,173,52934,Z,0.0512820512820513,5.33219073782213,5,850.0
TC-CMP-0786,A2024 LL Jaw Cover,TC,Tyre Changer,A2024 LL,CMP,"Clamps, jaws & tooling",regular,Medium,SUP-008,EU,185.0,Small Rack,Active,0.94,1.035,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.24,R-Z67,B,143,68,80,778,143,68,1,0.207,1.1,3,5,8,9,162,6224,Z,0.108974358974359,4.4923568681765,9,1665.0
WB-MTR-0809,Eyelight Motor Brake,WB,Wheel Balancer,Eyelight,MTR,"Motors, drives & gearboxes",rare_critical,Medium,SUP-010,EU,810.0,Heavy Rack,Active,0.94,0.096,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,99.3,R-N02,F,265,344,168,15315,344,168,0,0.019,1.1,1,2,4,3,15,61260,Z,0.0,,3,2430.0
TC-MTR-0968,Basic Line TC Rotation Drive,TC,Tyre Changer,Basic Line TC,MTR,"Motors, drives & gearboxes",rare_critical,High,SUP-003,EU,910.0,Heavy Rack,Active,0.97,0.143,A,Anonymised/reconstructed warehouse transition dataset,NC,1,0.3,0.03,99.34,R-C98,D,156,226,167,5888,226,156,0,0.029,1.0,1,2,3,3,23,17664,Z,0.0,,3,2730.0
AD-BRG-0684,Diagnostic Console Bearing Set,AD,ADAS & Diagnosis,Diagnostic Console,BRG,Bearings & shafts,regular,High,SUP-019,EU,210.0,Bin,Active,0.97,0.897,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.38,R-D69,B,87,53,70,323,87,53,1,0.179,1.0,2,3,6,2,140,1938,Z,0.282051282051282,2.8419300218338,5,1050.0
VL-BLT-0035,Two-Post Lift Transmission Pulley,VL,Vehicle Lift,Two-Post Lift,BLT,Belts & pulleys,regular,Medium,SUP-015,EU,75.0,Bin,Phase-out,0.94,1.087,A,Anonymised/reconstructed warehouse transition dataset,D,1,0.3,0.03,99.42,R-S55,D,121,120,131,1902,131,120,0,0.217,1.4,3,5,8,7,170,15216,Z,0.0769230769230769,5.82098539490883,7,525.0
TC-CMP-0754,Artiglio Master Bead Breaker Pad,TC,Tyre Changer,Artiglio Master,CMP,"Clamps, jaws & tooling",regular,High,SUP-018,EU,185.0,Small Rack,Active,0.97,1.239,A,Anonymised/reconstructed warehouse transition dataset,C,1,0.3,0.03,99.49,R-C16,D,292,128,18,673,292,18,1,0.248,1.3,4,6,10,7,194,6730,Z,0.288461538461538,3.58777693971847,7,1295.0
