Part_ID,Part_Name,Equipment_Family,Equipment_Model,Part_Category,Demand_Profile,Criticality,Supplier_ID,Supplier_Region,Unit_Cost_EUR,Storage_Type,Lifecycle_Status,ABC_Class,Movement_Class,Manual_Location,UDC_Type,Dim_X_mm,Dim_Y_mm,Dim_Z_mm,Unit_Volume_cm3,Max_Dimension_mm,Stock_Managed
WA-BRG-0625,Exact Precision Balancer Shaft,Wheel Aligner,Exact Precision,Bearings & shafts,regular,Low,SUP-002,Italy,50.0,Bin,Phase-out,B,D,R-E04,B,148,77,74,843,148,0
WA-BRG-0758,Camera Aligner Main Shaft,Wheel Aligner,Camera Aligner,Bearings & shafts,regular,Medium,SUP-006,EU,26.58,Bin,Active,C,D,R-N20,D,290,225,143,9331,290,1
TC-HYD-0617,Artiglio Master Hydraulic Seal Kit,Tyre Changer,Artiglio Master,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-008,EU,300.0,Small Rack,Active,A,D,R-Z49,PALLET,744,496,378,139491,744,1
TC-SNS-0738,Artiglio Master Proximity Switch,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,High,SUP-016,EU,29.86,Electronics Cage,Active,C,D,R-I36,D,102,233,144,3422,233,1
WA-BLT-0230,Camera Aligner Pulley Wheel,Wheel Aligner,Camera Aligner,Belts & pulleys,regular,Low,SUP-012,Italy,85.0,Bin,Active,B,D,R-B66,D,158,123,36,700,158,1
WB-CON-0621,Eyelight Protective Cover,Wheel Balancer,Eyelight,Consumables & service kits,frequent,Low,SUP-017,EU,22.95,Bin,Active,B,C,R-S34,B,45,116,83,433,116,1
WB-CON-0958,Mobile Balancer Protective Cover,Wheel Balancer,Mobile Balancer,Consumables & service kits,frequent,Critical,SUP-016,EU,21.16,Bin,Active,B,C,R-D06,B,55,128,59,415,128,1
TC-PNE-0765,Basic Line TC Pressure Switch,Tyre Changer,Basic Line TC,Pneumatic valves & cylinders,intermittent,High,SUP-005,Eastern Europe,345.0,Small Rack,Active,A,D,R-G42,D,271,148,70,2808,271,1
WB-BRG-0198,Eyelight Main Shaft,Wheel Balancer,Eyelight,Bearings & shafts,regular,Medium,SUP-009,Italy,32.81,Bin,Active,B,D,R-N03,VER,1347,336,67,30324,1347,1
WB-BLT-0942,Mobile Balancer Transmission Pulley,Wheel Balancer,Mobile Balancer,Belts & pulleys,regular,Medium,SUP-017,EU,19.96,Bin,Active,B,C,R-P18,PALLET,818,607,433,214996,818,1
WA-BLT-0113,3D Aligner Transmission Pulley,Wheel Aligner,3D Aligner,Belts & pulleys,regular,Medium,SUP-015,EU,13.06,Bin,Active,C,D,R-H21,E,273,154,93,3910,273,1
TC-BLT-0523,Basic Line TC Pulley Wheel,Tyre Changer,Basic Line TC,Belts & pulleys,regular,Medium,SUP-016,EU,80.0,Bin,Active,A,D,R-S97,VER,1078,592,186,118701,1078,1
TC-BRG-0254,HD1200 Truck Balancer Shaft,Tyre Changer,HD1200 Truck,Bearings & shafts,regular,Low,SUP-013,North America,55.0,Bin,Phase-out,B,D,R-C26,F,283,276,188,14684,283,0
TC-BLT-0830,HD1200 Truck Timing Belt,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,Medium,SUP-014,Eastern Europe,14.08,Bin,Active,C,D,R-H94,E,288,270,85,6610,288,1
TC-BRG-0384,HD1200 Truck Roller Bearing,Tyre Changer,HD1200 Truck,Bearings & shafts,regular,Low,SUP-006,EU,20.34,Bin,Active,C,D,R-L44,D,82,137,41,461,137,1
TC-BLT-0221,Artiglio Master Belt Tensioner,Tyre Changer,Artiglio Master,Belts & pulleys,regular,Medium,SUP-010,EU,85.0,Bin,Active,A,D,R-Q78,D,110,161,52,921,161,1
WB-PNE-0790,Mobile Balancer Air Regulator,Wheel Balancer,Mobile Balancer,Pneumatic valves & cylinders,intermittent,High,SUP-008,EU,130.0,Small Rack,Active,A,D,R-B37,B,124,20,65,161,124,1
AD-CMP-0013,Diagnostic Console Cone Adaptor,ADAS & Diagnosis,Diagnostic Console,"Clamps, jaws & tooling",regular,Low,SUP-013,North America,95.0,Small Rack,Active,A,D,R-E38,ORANGE,869,579,835,420131,869,1
VL-PNE-0530,Scissor Lift Manifold Valve,Vehicle Lift,Scissor Lift,Pneumatic valves & cylinders,intermittent,High,SUP-019,EU,90.0,Small Rack,Active,A,D,R-P41,F,255,282,29,2085,282,1
TE-SNS-0237,Test Lane Limit Switch,Technical Control,Test Lane,"Sensors, encoders & switches",intermittent,High,SUP-009,Italy,120.0,Electronics Cage,Active,B,D,R-S14,VER,1082,339,187,68591,1082,1
TE-BRG-0096,Inspection Line Bearing Set,Technical Control,Inspection Line,Bearings & shafts,regular,Low,SUP-009,Italy,180.0,Bin,Phase-out,A,D,R-G89,D,228,205,106,4954,228,0
WA-BLT-0270,Camera Aligner Belt Tensioner,Wheel Aligner,Camera Aligner,Belts & pulleys,regular,High,SUP-001,Italy,130.0,Bin,Active,A,D,R-B70,E,193,234,65,2936,234,1
TC-BRG-0596,HD1200 Truck Main Shaft,Tyre Changer,HD1200 Truck,Bearings & shafts,regular,Medium,SUP-019,EU,21.77,Bin,Active,C,D,R-Y89,D,271,135,50,1829,271,1
AD-BLT-0432,Camera Calibration Pulley Wheel,ADAS & Diagnosis,Camera Calibration,Belts & pulleys,regular,High,SUP-003,EU,18.2,Bin,Active,C,D,R-B35,B,51,34,66,114,66,1
TC-BLT-0026,A2024 LL Belt Tensioner,Tyre Changer,A2024 LL,Belts & pulleys,regular,Low,SUP-014,Eastern Europe,90.0,Bin,Active,A,D,R-E05,D,234,107,73,1828,234,1
VL-BRG-0292,Scissor Lift Roller Bearing,Vehicle Lift,Scissor Lift,Bearings & shafts,regular,High,SUP-014,Eastern Europe,120.0,Bin,Active,B,D,R-A40,D,266,209,136,7561,266,1
TC-CMP-0043,A2024 LL Bead Breaker Pad,Tyre Changer,A2024 LL,"Clamps, jaws & tooling",regular,Medium,SUP-008,EU,46.79,Small Rack,Active,B,D,R-N56,E,411,233,27,2586,411,1
TC-SNS-0620,Basic Line TC Calibration Sensor,Tyre Changer,Basic Line TC,"Sensors, encoders & switches",intermittent,Medium,SUP-019,EU,29.51,Electronics Cage,Active,C,D,R-D45,PALLET,970,488,314,148635,970,1
WB-CMP-0846,ET Series Clamping Jaw,Wheel Balancer,ET Series,"Clamps, jaws & tooling",regular,Medium,SUP-019,EU,49.26,Small Rack,Active,B,D,R-S31,VER,943,527,103,51187,943,1
TC-BLT-0643,Artiglio Master Motor Belt,Tyre Changer,Artiglio Master,Belts & pulleys,regular,Low,SUP-019,EU,34.39,Bin,Active,B,D,R-M10,D,104,180,126,2359,180,1
WA-CON-0090,3D Aligner Lubrication Kit,Wheel Aligner,3D Aligner,Consumables & service kits,frequent,Medium,SUP-008,EU,7.72,Bin,Active,C,C,R-C14,B,60,107,44,282,107,1
TE-BRG-0481,Suspension Tester Main Shaft,Technical Control,Suspension Tester,Bearings & shafts,regular,High,SUP-016,EU,33.7,Bin,Active,B,D,R-T74,E,239,216,159,8208,239,1
VL-BLT-0783,Two-Post Lift Drive Belt,Vehicle Lift,Two-Post Lift,Belts & pulleys,regular,Medium,SUP-004,EU,12.6,Bin,Active,C,D,R-L76,B,76,149,100,1132,149,1
TC-BRG-0869,HD1200 Truck Bearing Set,Tyre Changer,HD1200 Truck,Bearings & shafts,regular,Medium,SUP-006,EU,80.0,Bin,Active,B,D,R-I01,B,140,81,92,1043,140,1
VL-CMP-0383,Scissor Lift Clamping Jaw,Vehicle Lift,Scissor Lift,"Clamps, jaws & tooling",regular,High,SUP-001,Italy,185.0,Small Rack,Active,A,D,R-E20,E,256,236,64,3867,256,1
AD-CAB-0317,Camera Calibration Usb Interface Cable,ADAS & Diagnosis,Camera Calibration,"Cables, connectors & harnesses",intermittent,Medium,SUP-012,Italy,100.0,Bin,Active,A,D,R-H43,B,131,113,44,651,131,1
WA-BLT-0016,REMO Poly-V Belt,Wheel Aligner,REMO,Belts & pulleys,regular,Low,SUP-013,North America,135.0,Bin,Active,A,D,R-N01,F,452,520,168,39487,520,1
AD-BLT-0184,Diagnostic Console Timing Belt,ADAS & Diagnosis,Diagnostic Console,Belts & pulleys,regular,High,SUP-011,EU,85.0,Bin,Active,A,D,R-M37,B,93,128,21,250,128,1
WA-PNE-0627,Exact Precision Pressure Switch,Wheel Aligner,Exact Precision,Pneumatic valves & cylinders,intermittent,Critical,SUP-004,EU,170.0,Small Rack,Active,A,D,R-S76,D,97,121,110,1291,121,1
TE-BLT-0517,Test Lane Motor Belt,Technical Control,Test Lane,Belts & pulleys,regular,High,SUP-015,EU,12.71,Bin,Active,C,D,R-E49,E,164,201,31,1022,201,1
VL-CMP-0848,Two-Post Lift Clamping Jaw,Vehicle Lift,Two-Post Lift,"Clamps, jaws & tooling",regular,High,SUP-007,Eastern Europe,32.09,Small Rack,Active,B,D,R-Y44,PALLET,772,413,532,169621,772,1
WB-BRG-0445,EM 9000 Support Bushing,Wheel Balancer,EM 9000,Bearings & shafts,regular,High,SUP-006,EU,22.4,Bin,Active,C,D,R-S79,B,101,139,51,716,139,1
VL-CMP-0757,Two-Post Lift Jaw Cover,Vehicle Lift,Two-Post Lift,"Clamps, jaws & tooling",regular,Medium,SUP-016,EU,105.0,Small Rack,New,B,D,R-F61,D,186,187,18,626,187,1
WB-BLT-0680,ET Series Poly-V Belt,Wheel Balancer,ET Series,Belts & pulleys,regular,Low,SUP-002,Italy,25.92,Bin,Phase-out,B,D,R-Z78,B,98,34,96,320,98,0
VL-CMP-0557,Two-Post Lift Cone Adaptor,Vehicle Lift,Two-Post Lift,"Clamps, jaws & tooling",regular,Critical,SUP-014,Eastern Europe,70.0,Small Rack,Phase-out,B,D,R-B73,D,98,169,35,580,169,0
WB-HYD-0397,Eyelight Hose Coupling,Wheel Balancer,Eyelight,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-004,EU,280.0,Small Rack,Active,A,D,R-E20,PALLET,916,553,253,128157,916,1
TC-BLT-0662,A2024 LL Timing Belt,Tyre Changer,A2024 LL,Belts & pulleys,regular,High,SUP-020,EU,55.0,Bin,Active,B,D,R-A35,D,253,171,91,3937,253,1
VL-CON-0497,Two-Post Lift Grease Cartridge,Vehicle Lift,Two-Post Lift,Consumables & service kits,frequent,Low,SUP-003,EU,6.89,Bin,Active,C,D,R-F59,B,61,38,21,49,61,1
VL-CMP-0101,Alignment Lift Clamping Jaw,Vehicle Lift,Alignment Lift,"Clamps, jaws & tooling",regular,Low,SUP-003,EU,500.0,Small Rack,Active,A,D,R-E33,PALLET,1191,475,276,156140,1191,1
WA-BLT-0034,Camera Aligner Drive Belt,Wheel Aligner,Camera Aligner,Belts & pulleys,regular,Medium,SUP-006,EU,27.11,Bin,Active,B,D,R-Y51,B,82,126,53,548,126,1
WB-BLT-0299,EM 9000 Poly-V Belt,Wheel Balancer,EM 9000,Belts & pulleys,regular,Medium,SUP-008,EU,16.28,Bin,Active,C,D,R-Q12,D,134,233,108,3372,233,1
WA-BRG-0349,Camera Aligner Bearing Set,Wheel Aligner,Camera Aligner,Bearings & shafts,regular,Low,SUP-007,Eastern Europe,31.28,Bin,Active,C,D,R-L20,D,279,131,109,3984,279,1
TC-CAB-0705,HD1200 Truck Power Cable,Tyre Changer,HD1200 Truck,"Cables, connectors & harnesses",intermittent,High,SUP-001,Italy,115.0,Bin,Active,A,D,R-Z88,E,237,165,60,2346,237,1
TC-BLT-0377,HD1200 Truck Pulley Wheel,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,High,SUP-014,Eastern Europe,29.43,Bin,Active,B,D,R-M98,B,119,73,66,573,119,1
TC-CMP-0224,Artiglio Master Cone Adaptor,Tyre Changer,Artiglio Master,"Clamps, jaws & tooling",regular,Medium,SUP-013,North America,145.0,Small Rack,Active,A,D,R-Z29,PALLET,828,448,636,235920,828,1
WB-CAB-0142,Mobile Balancer Ribbon Cable,Wheel Balancer,Mobile Balancer,"Cables, connectors & harnesses",intermittent,High,SUP-011,EU,80.0,Bin,New,A,D,R-G95,B,29,137,84,334,137,1
VL-BRG-0993,Alignment Lift Hub Shaft,Vehicle Lift,Alignment Lift,Bearings & shafts,regular,Low,SUP-012,Italy,55.0,Bin,Active,B,D,R-S43,D,223,236,101,5315,236,1
TC-BRG-0348,Basic Line TC Bearing Set,Tyre Changer,Basic Line TC,Bearings & shafts,regular,Medium,SUP-019,EU,65.0,Bin,Active,B,D,R-Z23,B,99,90,109,971,109,1
VL-PNE-0414,Two-Post Lift Manifold Valve,Vehicle Lift,Two-Post Lift,Pneumatic valves & cylinders,intermittent,High,SUP-018,EU,205.0,Small Rack,Active,A,D,R-N38,D,157,122,163,3122,163,1
TC-HYD-0172,HD1200 Truck Hose Coupling,Tyre Changer,HD1200 Truck,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-006,EU,630.0,Small Rack,Active,A,D,R-P52,VER,589,583,190,65244,589,1
WA-CAB-0889,Camera Aligner Power Cable,Wheel Aligner,Camera Aligner,"Cables, connectors & harnesses",intermittent,Medium,SUP-013,North America,30.21,Bin,Active,C,D,R-T50,B,45,140,49,309,140,1
AD-PNE-0843,SCE Calibration Solenoid Valve,ADAS & Diagnosis,SCE Calibration,Pneumatic valves & cylinders,intermittent,Medium,SUP-004,EU,360.0,Small Rack,Active,A,D,R-L08,VER,1223,312,209,79749,1223,1
TC-BRG-0731,HD1200 Truck Spindle Bearing,Tyre Changer,HD1200 Truck,Bearings & shafts,regular,High,SUP-017,EU,55.0,Bin,Active,B,D,R-Z85,D,147,233,11,377,233,1
TC-CON-0406,Basic Line TC Air Filter,Tyre Changer,Basic Line TC,Consumables & service kits,frequent,Medium,SUP-011,EU,13.77,Bin,Active,B,C,R-A08,E,227,168,154,5873,227,1
TE-BRG-0890,Test Lane Support Bushing,Technical Control,Test Lane,Bearings & shafts,regular,Low,SUP-003,EU,110.0,Bin,Active,B,D,R-F05,B,63,32,82,165,82,1
WB-HYD-0905,EM 9000 Pump Assembly,Wheel Balancer,EM 9000,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-017,EU,270.0,Small Rack,Active,A,D,R-S86,VER,1393,347,55,26585,1393,1
TC-BLT-0069,Artiglio Master Belt Tensioner,Tyre Changer,Artiglio Master,Belts & pulleys,regular,Low,SUP-006,EU,55.0,Bin,Active,B,D,R-S34,B,67,85,110,626,110,1
VL-SNS-0422,Two-Post Lift Encoder Sensor,Vehicle Lift,Two-Post Lift,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,175.0,Electronics Cage,Active,A,D,R-A55,D,280,166,88,4090,280,1
VL-PNE-0540,Scissor Lift Solenoid Valve,Vehicle Lift,Scissor Lift,Pneumatic valves & cylinders,intermittent,High,SUP-016,EU,120.0,Small Rack,Active,B,D,R-M74,D,284,102,90,2607,284,1
WA-CAB-0916,Camera Aligner Signal Cable,Wheel Aligner,Camera Aligner,"Cables, connectors & harnesses",intermittent,Low,SUP-011,EU,23.56,Bin,Active,C,D,R-Z82,PALLET,953,703,479,320910,953,1
WA-CAB-0778,Exact Precision Sensor Harness,Wheel Aligner,Exact Precision,"Cables, connectors & harnesses",intermittent,Medium,SUP-010,EU,10.47,Bin,Active,C,D,R-Y26,B,149,103,24,368,149,1
VL-CAB-0246,Alignment Lift Usb Interface Cable,Vehicle Lift,Alignment Lift,"Cables, connectors & harnesses",intermittent,Low,SUP-009,Italy,10.3,Bin,Active,C,D,R-H47,D,266,125,140,4655,266,1
TC-CMP-0095,Basic Line TC Turntable Clamp,Tyre Changer,Basic Line TC,"Clamps, jaws & tooling",regular,Low,SUP-016,EU,90.0,Small Rack,New,B,D,R-H76,VER,577,521,112,33669,577,1
TE-CAB-0562,Inspection Line Terminal Block,Technical Control,Inspection Line,"Cables, connectors & harnesses",intermittent,High,SUP-011,EU,165.0,Bin,Active,A,D,R-H89,B,63,119,26,195,119,1
TC-MTR-0969,Artiglio Master Inverter Drive,Tyre Changer,Artiglio Master,"Motors, drives & gearboxes",rare_critical,Critical,SUP-006,EU,1190.0,Heavy Rack,Active,A,NC,R-Q68,D,97,91,132,1165,132,1
VL-MTR-0923,Alignment Lift Gear Motor,Vehicle Lift,Alignment Lift,"Motors, drives & gearboxes",rare_critical,Critical,SUP-001,Italy,620.0,Heavy Rack,Active,A,NC,R-A01,VER,979,297,48,13957,979,0
WB-BRG-0022,EM 9000 Main Shaft,Wheel Balancer,EM 9000,Bearings & shafts,regular,High,SUP-003,EU,165.0,Bin,Active,A,D,R-T14,B,25,103,31,80,103,1
TC-CMP-0908,A2024 LL Mounting Head,Tyre Changer,A2024 LL,"Clamps, jaws & tooling",regular,Medium,SUP-002,Italy,41.03,Small Rack,Active,C,D,R-T69,F,302,286,120,10365,302,1
AD-SNS-0286,SCE Calibration Proximity Switch,ADAS & Diagnosis,SCE Calibration,"Sensors, encoders & switches",intermittent,High,SUP-013,North America,60.0,Electronics Cage,Active,B,D,R-I90,B,67,88,15,88,88,1
WA-CMP-0164,3D Aligner Mounting Head,Wheel Aligner,3D Aligner,"Clamps, jaws & tooling",regular,Low,SUP-004,EU,205.0,Small Rack,Active,A,D,R-B64,D,222,210,131,6107,222,1
TC-BRG-0682,Artiglio Master Spindle Bearing,Tyre Changer,Artiglio Master,Bearings & shafts,regular,Critical,SUP-011,EU,26.72,Bin,Active,C,D,R-F63,E,188,142,51,1361,188,1
TC-BLT-0482,HD1200 Truck Motor Belt,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,High,SUP-005,Eastern Europe,16.6,Bin,Active,C,D,R-I33,B,28,34,7,7,34,1
WB-CAB-0713,EM 9000 Ribbon Cable,Wheel Balancer,EM 9000,"Cables, connectors & harnesses",intermittent,High,SUP-016,EU,30.8,Bin,Active,C,D,R-I89,E,212,136,168,4844,212,1
AD-CMP-0235,Radar Calibration Jaw Cover,ADAS & Diagnosis,Radar Calibration,"Clamps, jaws & tooling",regular,Medium,SUP-011,EU,155.0,Small Rack,Active,A,D,R-T13,F,577,328,140,26496,577,1
TC-SNS-0834,A2024 LL Speed Sensor,Tyre Changer,A2024 LL,"Sensors, encoders & switches",intermittent,High,SUP-010,EU,105.0,Electronics Cage,Active,A,D,R-I77,D,90,245,81,1786,245,1
VL-BRG-0261,Alignment Lift Spindle Bearing,Vehicle Lift,Alignment Lift,Bearings & shafts,regular,Low,SUP-016,EU,40.41,Bin,Active,B,D,R-I75,B,125,144,39,702,144,1
WB-SNS-0967,Eyelight Speed Sensor,Wheel Balancer,Eyelight,"Sensors, encoders & switches",intermittent,Medium,SUP-004,EU,245.0,Electronics Cage,Active,A,D,R-D98,E,238,133,28,886,238,1
WB-BLT-0240,EM 9000 Motor Belt,Wheel Balancer,EM 9000,Belts & pulleys,regular,Medium,SUP-020,EU,150.0,Bin,Active,A,C,R-F04,B,29,57,112,185,112,1
WA-CON-0581,Camera Aligner Protective Cover,Wheel Aligner,Camera Aligner,Consumables & service kits,frequent,Medium,SUP-016,EU,31.33,Bin,New,A,C,R-F19,E,238,357,48,4078,357,1
WA-CON-0157,Exact Precision Air Filter,Wheel Aligner,Exact Precision,Consumables & service kits,frequent,High,SUP-013,North America,2.29,Bin,Active,C,C,R-F98,D,248,89,131,2891,248,1
TC-CON-0405,HD1200 Truck Air Filter,Tyre Changer,HD1200 Truck,Consumables & service kits,frequent,Medium,SUP-017,EU,15.35,Bin,Active,B,C,R-Z13,F,394,402,134,21224,402,1
AD-CON-0990,Diagnostic Console Grease Cartridge,ADAS & Diagnosis,Diagnostic Console,Consumables & service kits,frequent,High,SUP-018,EU,28.9,Bin,Active,A,C,R-I23,B,20,31,107,66,107,1
TC-CON-0970,A2024 LL Lubrication Kit,Tyre Changer,A2024 LL,Consumables & service kits,frequent,Low,SUP-006,EU,4.45,Bin,New,C,C,R-P75,B,23,117,110,296,117,1
WB-SNS-0018,EM 9000 Position Sensor,Wheel Balancer,EM 9000,"Sensors, encoders & switches",intermittent,High,SUP-001,Italy,620.0,Electronics Cage,Active,A,D,R-A88,B,104,140,8,116,140,1
TC-CMP-0712,Basic Line TC Cone Adaptor,Tyre Changer,Basic Line TC,"Clamps, jaws & tooling",regular,Critical,SUP-010,EU,105.0,Small Rack,Active,A,D,R-G89,F,587,376,38,8387,587,1
WB-HYD-0833,Mobile Balancer Lift Cylinder Seal,Wheel Balancer,Mobile Balancer,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-001,Italy,38.54,Small Rack,Active,C,D,R-S65,F,379,191,100,7239,379,1
VL-BRG-0071,Scissor Lift Main Shaft,Vehicle Lift,Scissor Lift,Bearings & shafts,regular,Low,SUP-014,Eastern Europe,32.81,Bin,Active,C,D,R-N71,B,93,117,10,109,117,1
AD-HYD-0024,Diagnostic Console Hose Coupling,ADAS & Diagnosis,Diagnostic Console,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-014,Eastern Europe,50.0,Small Rack,New,B,D,R-S21,VER,891,374,80,26659,891,1
WA-SNS-0193,3D Aligner Encoder Sensor,Wheel Aligner,3D Aligner,"Sensors, encoders & switches",intermittent,High,SUP-019,EU,255.0,Electronics Cage,Active,A,D,R-A49,E,386,259,87,8698,386,1
AD-SNS-0943,Radar Calibration Calibration Sensor,ADAS & Diagnosis,Radar Calibration,"Sensors, encoders & switches",intermittent,Medium,SUP-015,EU,120.0,Electronics Cage,Active,B,D,R-Y35,F,251,187,158,7416,251,1
WB-SNS-0057,Eyelight Speed Sensor,Wheel Balancer,Eyelight,"Sensors, encoders & switches",intermittent,Medium,SUP-003,EU,105.0,Electronics Cage,Active,B,D,R-N90,E,243,347,24,2024,347,1
WA-HYD-0467,3D Aligner Pump Assembly,Wheel Aligner,3D Aligner,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-013,North America,80.0,Small Rack,Active,B,D,R-M72,E,331,231,22,1682,331,1
TC-BLT-0499,A2024 LL Pulley Wheel,Tyre Changer,A2024 LL,Belts & pulleys,regular,Medium,SUP-005,Eastern Europe,19.05,Bin,Active,C,D,R-Q78,B,55,125,80,550,125,1
VL-CMP-0153,Alignment Lift Jaw Cover,Vehicle Lift,Alignment Lift,"Clamps, jaws & tooling",regular,High,SUP-015,EU,420.0,Small Rack,Active,A,D,R-L66,D,93,165,158,2425,165,1
TC-PNE-0302,Basic Line TC Air Hose Set,Tyre Changer,Basic Line TC,Pneumatic valves & cylinders,intermittent,High,SUP-014,Eastern Europe,42.96,Small Rack,Active,B,D,R-Q09,F,485,485,186,43752,485,1
TE-CMP-0585,Inspection Line Clamping Jaw,Technical Control,Inspection Line,"Clamps, jaws & tooling",regular,High,SUP-016,EU,195.0,Small Rack,Active,A,D,R-C85,F,269,395,106,11263,395,1
TC-BRG-0954,Basic Line TC Support Bushing,Tyre Changer,Basic Line TC,Bearings & shafts,regular,Medium,SUP-005,Eastern Europe,26.57,Bin,Active,B,D,R-H48,F,384,572,148,32508,572,1
VL-SNS-0785,ERCO Lift Limit Switch,Vehicle Lift,ERCO Lift,"Sensors, encoders & switches",intermittent,Medium,SUP-005,Eastern Europe,46.13,Electronics Cage,New,C,D,R-B70,B,57,63,90,323,90,1
TC-SNS-0655,Artiglio Master Load Cell,Tyre Changer,Artiglio Master,"Sensors, encoders & switches",intermittent,Medium,SUP-007,Eastern Europe,40.37,Electronics Cage,Active,C,D,R-N05,E,163,264,65,2797,264,1
TC-HYD-0105,A2024 LL Flow Valve,Tyre Changer,A2024 LL,"Hydraulic pumps, hoses & seals",intermittent,High,SUP-013,North America,225.0,Small Rack,Active,A,D,R-B48,E,361,170,24,1473,361,1
WA-PNE-0282,REMO Air Hose Set,Wheel Aligner,REMO,Pneumatic valves & cylinders,intermittent,High,SUP-007,Eastern Europe,145.0,Small Rack,Active,A,D,R-E79,VER,1211,654,99,78407,1211,1
TC-BRG-0218,Artiglio Master Spindle Bearing,Tyre Changer,Artiglio Master,Bearings & shafts,regular,Critical,SUP-003,EU,65.0,Bin,Active,B,D,R-N15,VER,556,631,68,23857,631,1
VL-HYD-0306,Two-Post Lift Pressure Valve,Vehicle Lift,Two-Post Lift,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-006,EU,310.0,Small Rack,Active,A,D,R-M48,E,408,137,71,3969,408,1
WB-BRG-0820,ET Series Roller Bearing,Wheel Balancer,ET Series,Bearings & shafts,regular,Low,SUP-016,EU,26.36,Bin,Active,C,D,R-F46,E,363,193,124,8687,363,1
TE-CMP-0138,Brake Tester Bead Breaker Pad,Technical Control,Brake Tester,"Clamps, jaws & tooling",regular,High,SUP-017,EU,33.62,Small Rack,Active,B,D,R-Z43,E,299,151,40,1806,299,1
WB-CAB-0799,Mobile Balancer Terminal Block,Wheel Balancer,Mobile Balancer,"Cables, connectors & harnesses",intermittent,Critical,SUP-004,EU,115.0,Bin,Phase-out,A,D,R-P21,B,44,94,27,112,94,0
VL-CMP-0793,Alignment Lift Bead Breaker Pad,Vehicle Lift,Alignment Lift,"Clamps, jaws & tooling",regular,High,SUP-005,Eastern Europe,245.0,Small Rack,Active,A,D,R-M80,F,475,236,199,22308,475,1
TC-PNE-0824,Basic Line TC Manifold Valve,Tyre Changer,Basic Line TC,Pneumatic valves & cylinders,intermittent,High,SUP-011,EU,380.0,Small Rack,Active,A,D,R-S15,B,145,106,97,1491,145,1
AD-BLT-0028,Radar Calibration Motor Belt,ADAS & Diagnosis,Radar Calibration,Belts & pulleys,regular,High,SUP-010,EU,125.0,Bin,Active,A,D,R-D75,D,110,143,42,661,143,1
WB-SNS-0227,Mobile Balancer Calibration Sensor,Wheel Balancer,Mobile Balancer,"Sensors, encoders & switches",intermittent,Critical,SUP-002,Italy,510.0,Electronics Cage,Active,A,NC,R-S68,B,21,37,51,40,51,1
TC-PNE-0448,HD1200 Truck Air Hose Set,Tyre Changer,HD1200 Truck,Pneumatic valves & cylinders,intermittent,Medium,SUP-005,Eastern Europe,125.0,Small Rack,Active,A,NC,R-P86,B,103,54,55,306,103,0
TE-SNS-0492,Test Lane Speed Sensor,Technical Control,Test Lane,"Sensors, encoders & switches",intermittent,Low,SUP-012,Italy,36.9,Electronics Cage,Active,C,NC,R-B78,B,133,129,92,1578,133,1
TC-HYD-0508,Artiglio Master Hydraulic Hose,Tyre Changer,Artiglio Master,"Hydraulic pumps, hoses & seals",intermittent,Medium,SUP-010,EU,270.0,Small Rack,Active,A,D,R-D52,F,321,560,49,8808,560,1
AD-PNE-0488,Radar Calibration Solenoid Valve,ADAS & Diagnosis,Radar Calibration,Pneumatic valves & cylinders,intermittent,Medium,SUP-015,EU,48.48,Small Rack,Active,C,D,R-Q27,D,251,132,147,4870,251,1
AD-BLT-0322,Diagnostic Console Drive Belt,ADAS & Diagnosis,Diagnostic Console,Belts & pulleys,regular,Medium,SUP-003,EU,165.0,Bin,Active,A,D,R-S28,D,166,218,22,796,218,1
VL-BRG-0598,ERCO Lift Balancer Shaft,Vehicle Lift,ERCO Lift,Bearings & shafts,regular,Medium,SUP-015,EU,23.07,Bin,Active,B,D,R-C08,F,545,268,87,12707,545,1
AD-BLT-0864,SCE Calibration Belt Tensioner,ADAS & Diagnosis,SCE Calibration,Belts & pulleys,regular,Low,SUP-011,EU,43.52,Bin,Active,B,D,R-T36,ORANGE,641,609,840,327910,840,1
AD-CMP-0089,Camera Calibration Mounting Head,ADAS & Diagnosis,Camera Calibration,"Clamps, jaws & tooling",regular,High,SUP-011,EU,395.0,Small Rack,Active,A,D,R-Z02,ORANGE,874,678,350,207400,874,1
TC-BLT-0127,HD1200 Truck Timing Belt,Tyre Changer,HD1200 Truck,Belts & pulleys,regular,Medium,SUP-010,EU,12.25,Bin,Active,C,D,R-Y77,B,73,84,16,98,84,1
